Название,Цена,Адрес,Дата публикации,Продавец,Тип продавца,ID объявления,Количество комнат,Общая площадь,Жилая площадь,Площадь кухни,Этаж,Этажей в доме,Высота потолков,Санузел,Балкон или лоджия,Окна,Ремонт,Тёплый пол,Мебель,Техника,Отделка,Тип дома,Год постройки,Пассажирский лифт,Грузовой лифт,Двор,Парковка,Название новостройки,"Корпус, строение",Вид сделки,Способ продажи,Тип участия,Срок сдачи,Дополнительно,Геолокация,Ссылка
"Квартира-студия, 11,5 м², 1/9 эт.",3950000,"Москва, Планерная ул., 26с1",,Инвест.Метры,Инвест.Метры,7314516304,,5,9 м²,,1,9,2.6 м,совмещенный,,во двор,требует ремонта,,,,"Год постройки, расположение, ремонт и",панельный,1971,1,1,"детская площадка, спортивная площадка",открытая во дворе,Жк Семеновский Парк,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.44047000,55.86947600",https://www.avito.ru/moskva/kvartiry/kvartira-studiya_115_m_19_et._7314516304
"Квартира-студия, 19,5 м², 1/9 эт.",5650000,"Москва, Сумской пр., 3к2",,ПРАВИЛЬНЫЙ ВЫБОР,ПРАВИЛЬНЫЙ ВЫБОР,7322227940,,5,,,1,9,2.7 м,совмещенный,,на солнечную сторону,евро,,,,"Год постройки, расположение, ремонт и",панельный,1970,1,нет,"детская площадка, спортивная площадка",открытая во дворе,Жк Семеновский Парк,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.60932600,55.63220500",https://www.avito.ru/moskva/kvartiry/kvartira-studiya_195_m_19_et._7322227940
"Квартира-студия, 11 м², 2/5 эт.",7799000,"Москва, ул. Чаплыгина, 8с1",,Мандарин,Мандарин,7319143500,,11,9 м²,,2,5,3.2 м,совмещенный,,во двор,евро,,,есть,"дизайнерский ремонт, стены утеплены, установлена техника, бойлер,",кирпичный,1898,нет,нет,детская площадка,за шлагбаумом во дворе,Жк Преображение,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.64683000,55.76336600",https://www.avito.ru/moskva/kvartiry/kvartira-studiya_11_m_25_et._7319143500
"Квартира-студия, 16,8 м², 2/17 эт.",5300000,"Москва, Рождественская ул., 18",,Мандарин,Мандарин,7351181637,,8,14.8 м²,,2,17,,совмещенный,лоджия,во двор,евро,,,,Санузел тpебуeт ремонта.,панельный,2011,1,1,"детская площадка, спортивная площадка",открытая во дворе,Жк Семеновский Парк,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.92099600,55.70437200",https://www.avito.ru/moskva/kvartiry/kvartira-studiya_168_m_217_et._7351181637
"Апартаменты-студия, 21,1 м², 18/21 эт.",6034720,"ул. Никулинская, вл. 11Г",,Domofond,Domofond,4034268414,,1,17.6 м²,,18,21,,совмещенный,,во двор,,,,,чистовая,монолитно-кирпичный,,,,Отделка,есть,МФК «CITIMIX»,Корпус 5,прямая продажа,,ДДУ по ФЗ 214,Сдача в 2 кв. 2025,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.45225000,55.66114000",https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_211_m_1821_et._4034268414
"Апартаменты-студия, 13,5 м², 5/5 эт.",3356000,"Москва, 2-й Автозаводский пр., 5",,Комфорт Хаус,Комфорт Хаус,7300888680,,5,7.4 м²,,5,5,2.9 м,совмещенный,,на улицу,косметический,,,,"Год постройки, расположение, ремонт и",кирпичный,1927,нет,нет,детская площадка,открытая во дворе,Жк Преображение,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.66009000,55.70592400",https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_135_m_55_et._7300888680
"Квартира-студия, 27 м², 16/21 эт.",10250000,"Москва, Новомосковский административный округ, р-н Внуково, ул. Анны Ахматовой, 11к3",,Пользователь,Пользователь,7281259981,,27,,,16,21,,совмещенный,,"на улицу, на солнечную сторону",требует ремонта,,,,дизайнерский ремонт,монолитный,2024,2,1,"закрытая территория, детская площадка",за шлагбаумом во дворе,Жк Пехра,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.32892609,55.63357162",https://www.avito.ru/moskva/kvartiry/kvartira-studiya_27_m_1621_et._7281259981
"Апартаменты-студия, 10,1 м², 3/3 эт.",1815000,"Москва, Дмитровское ш., 157с7",,Комфорт Хаус,Комфорт Хаус,7332801415,,1,8.7 м²,,3,3,2.9 м,совмещенный,,на улицу,косметический,,,,"Год постройки, расположение, ремонт и",кирпичный,1988,нет,нет,спортивная площадка,открытая во дворе,Жк Преображение,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.54098200,55.90105100",https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_101_m_33_et._7332801415
"Квартира-студия, 12 м², 1/12 эт.",4099000,"Москва, Планерная ул., 20к1",,МЕТР,МЕТР,7248786467,,12,,,1,12,2.6 м,совмещенный,,во двор,требует ремонта,,,,"Год постройки, расположение, ремонт и",панельный,1975,1,1,"детская площадка, спортивная площадка",открытая во дворе,Жк Семеновский Парк,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.43863700,55.86667200",https://www.avito.ru/moskva/kvartiry/kvartira-studiya_12_m_112_et._7248786467
"Квартира-студия, 15,5 м², 1/7 эт.",8900000,"Москва, 1-й Тверской-Ямской пер., 14",,Магазин Недвижимости Москва,Магазин Недвижимости Москва,4454020023,,5,,,1,7,3.2 м,совмещенный,,,дизайнерский,,,,дизайнерский ремонт,кирпичный,1934,1,нет,детская площадка,"открытая во дворе, за шлагбаумом во дворе",Жк Преображение,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.59816900,55.77283100",https://www.avito.ru/moskva/kvartiry/kvartira-studiya_155_m_17_et._4454020023
"Квартира-студия, 23,6 м², 6/23 эт.",14500000,"Москва, Небесный б-р, 1к1",,Вероника,Вероника,4709078056,,6,,,6,23,7,совмещенный,лоджия,во двор,требует ремонта,,,,дизайнерский ремонт,монолитный,2024,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,Жк Пехра,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.42583466,55.81895447",https://www.avito.ru/moskva/kvartiry/kvartira-studiya_236_m_623_et._4709078056
"Квартира-студия, 12 м², 1/9 эт.",4300000,"Москва, Каширское ш., 128к2",,Мандарин,Мандарин,7351363747,,12,10 м²,,1,9,,совмещенный,,во двор,евро,,,,"Год постройки, расположение, ремонт и",панельный,1975,1,нет,"детская площадка, спортивная площадка",открытая во дворе,Жк Семеновский Парк,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.71767200,55.60297300",https://www.avito.ru/moskva/kvartiry/kvartira-studiya_12_m_19_et._7351363747
"Квартира-студия, 17,7 м², 1/9 эт.",4900000,"Москва, Снайперская ул., 7",,ПРАВИЛЬНЫЙ ВЫБОР,ПРАВИЛЬНЫЙ ВЫБОР,7258849416,,7,,,1,9,2.6 м,совмещенный,лоджия,во двор,требует ремонта,,,,дизайнерский ремонт,панельный,1971,1,,детская площадка,открытая во дворе,Жк Семеновский Парк,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.81475067,55.72184372",https://www.avito.ru/moskva/kvartiry/kvartira-studiya_177_m_19_et._7258849416
"Квартира-студия, 22,5 м², 4/30 эт.",14195250,"ул. Летная, стр. 13В, корп. 3",,Alia,Alia,7340310903,,5,10 м²,,4,30,3 м,совмещенный,,,,,есть,,без отделки,монолитно-кирпичный,,1,1,"с гипоаллергенными растениями и детской площадкой.

В лобби каждого жилого корпуса в ÁLIА оборудована зона ожидания, колясочная, гостевой санузел и лапомойка для домашних животных. За стойкой ресепшена резидентов и их гостей встречает консьерж. Центральное лобби урбан-блока",подземная,ЖК «ALIA» (АЛИА),Блок 13В (3 корпус),прямая продажа,,ДДУ по ФЗ 214,Сдача в 2 кв. 2028,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.41916000,55.82251000",https://www.avito.ru/moskva/kvartiry/kvartira-studiya_225_m_430_et._7340310903
"Квартира-студия, 15 м², 1/12 эт.",4950000,"Москва, 2-я Пугачёвская ул., 7к1",,Свои Места,Свои Места,4471004462,,15,,,1,12,2.6 м,совмещенный,,во двор,евро,,,,"Год постройки, расположение, ремонт и",блочный,1971,1,1,детская площадка,открытая во дворе,Жк Домодедово Парк,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.73030200,55.79499300",https://www.avito.ru/moskva/kvartiry/kvartira-studiya_15_m_112_et._4471004462
"Апартаменты-студия, 15,6 м², 1/10 эт.",3000000,"Москва, 8-я ул. Текстильщиков, 13к2",,Эстейт ФМ МСК,Эстейт ФМ МСК,7274758887,,6,10 м²,,1,10,3 м,совмещенный,,,косметический,,спальные места,,"Год постройки, расположение, ремонт и",кирпичный,2001,1,1,"детская площадка, спортивная площадка",открытая во дворе,Жк Преображение,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.74530400,55.70473200",https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_156_m_110_et._7274758887
"Апартаменты-студия, 37,3 м², 3/4 эт.",14700000,"Москва, 2-я Рыбинская ул., 13",,Пользователь,Пользователь,7310404137,,3,,,3,4,3.3 м,совмещенный,балкон,на улицу,дизайнерский,есть,"кухня, хранение одежды","кондиционер, стиральная машина, посудомоечная машина, водонагреватель","Бoльшая пpоcьба не бeспокоить агeнтов. Я вeрю, что чeловeк, кoтoрый купит мoю квapтиpу, мoжeт самостoятельнo зaйти в интepнeт, нaйти и прoчитaть! Прoдаю кваpтиpу - cтудию в ЖK лофт гaрдeн. Я eдинcтвeнный сoбcтвeнник, c 2014 гoда, вcе дoкументы в пopядке. Coстoяниe кваpтиры пpекраcнoе, жилoе, вcтроеннaя тeхника (стиральная машина с функцией сушилки АЕG, посудомоечная машина Бош) кондиционер Sаmsung, бойлер - все работает. Квартира небольшая, но очень уютная, светлая. Окна выходят на 2-ую Рыбинскур улицу, НЕ на ТТК. Ремонт делала до дизайн проекту, чуть изменив некоторые детали, но все точные размеры там указаны, и если вам потребуется, все могу вам передать. В этой квартире я живу, так что могу показать вам ее без проблем. Но она будет с вещами, то есть от состояния на фото будет чуть отличаться) Никогда ее не сдавала, во время ковида и в 2022 г не жила в ней, уезжала. До парка Сокольники минут 5-7 через переход через ТТК. До метро (Красноселькая, Рижская, Сокольники) можно дойти пешком или доехать на автобусе. Удобный выезд на ТТК в обе стороны, и на садовое. Идеально подходит для тех, кто не хочет делать ремонт или кто ищет объект для быстрой сдачи и инвестиций. Пожалуйста, если я не отвечаю, пишите ваши вопросы, я не всегда могу ответить на звонки. Один взрослый собственник. Без обременений.",кирпичный,2014,2,2,закрытая территория,за шлагбаумом во дворе,Жк Преображение,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.65658600,55.78954200",https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_373_m_34_et._7310404137
"Квартира-студия, 23,6 м², 34/58 эт.",15386208,"ул. Обручева, д. 30",,Группа ЛСР,Группа ЛСР,3403076271,,6,13 м²,,34,58,3 м,совмещенный,,,,,есть,,без отделки,монолитный,,,,"с оригинальным ландшафтным дизайном, а также просторное лобби с потолками высотой до 10 метров, лаунж-зоной, мягкими диванами и огромным камином.

Кроме того, он расположен в непосредственной близости от ведущих университетов страны, имеет удобный доступ к 5 школам и 2 детским садам.
О застройщике
Группа компаний",,ЖК «Обручева 30»,Корпус 1,возможна ипотека,,ДДУ по ФЗ 214,Сдача в 4 кв. 2026,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.53006000,55.65593000",https://www.avito.ru/moskva/kvartiry/kvartira-studiya_236_m_3458_et._3403076271
"Квартира-студия, 24,5 м², 23/30 эт.",13990000,"Москва, Волгоградский пр-т, 32/3к7",,Дмитрий,Дмитрий,4644052896,,5,16.5 м²,,23,30,2.9 м,совмещенный,,на улицу,евро,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, водонагреватель","Год постройки, расположение, ремонт и",монолитный,2021,2,1,"закрытая территория, детская площадка, спортивная площадка",подземная,Жк Аура,,Продажа от собственника,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.69484500,55.72104700",https://www.avito.ru/moskva/kvartiry/kvartira-studiya_245_m_2330_et._4644052896
"Апартаменты-студия, 11,5 м², 1/5 эт.",3990000,"Москва, Садовническая ул., 77с2",,МЕТР,МЕТР,7312812923,,5,,,1,5,3 м,совмещенный,,на солнечную сторону,требует ремонта,,,,"Год постройки, расположение, ремонт и",кирпичный,1930,нет,нет,"закрытая территория, детская площадка",за шлагбаумом во дворе,Жк Преображение,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.64318300,55.73539800",https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_115_m_15_et._7312812923
"Квартира-студия, 12,2 м², 1/9 эт.",3599000,"Москва, ул. Айвазовского, 5к1, Ясенево",3 мая 00:14,Магазин Недвижимости Москва,Магазин Недвижимости Москва,7333595725,,2,,,1,9,,,,,ремонтом,,,,дизайнерский ремонт,,,,,,,Жк Семеновский Парк,,прямая продажа,,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.",,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_122_m_19_et._7333595725
"Квартира-студия, 22,8 м², 17/19 эт.",7394765,"г. Московский, корп. 2",,Абсолют Недвижимость,Абсолют Недвижимость,4182693486,,8,9.2 м²,,17,19,,,,,,,,,без отделки,монолитный,,,,,".
О застройщике
Группа компаний",Город-парк «Первый Московский»,9 фаза (Корпус 2),возможна ипотека,договор долевого участия,ДДУ по ФЗ 214,Сдача в 2 кв. 2026,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.36970000,55.59462000",https://www.avito.ru/moskva/kvartiry/kvartira-studiya_228_m_1719_et._4182693486
"Квартира-студия, 12,2 м², 2/9 эт.",4390000,"Москва, 1-й Тушинский пр., 6",,МЕТР,МЕТР,7280959635,,2,,,2,9,2.5 м,совмещенный,,во двор,косметический,,кухня,"холодильник, стиральная машина","Год постройки, расположение, ремонт и",панельный,1974,1,нет,"детская площадка, спортивная площадка",открытая во дворе,Жк Семеновский Парк,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.42152400,55.83369800",https://www.avito.ru/moskva/kvartiry/kvartira-studiya_122_m_29_et._7280959635
"Квартира-студия, 13,3 м², 1/12 эт.",3600006,"Москва, Ставропольская ул., 76",,Магазин Недвижимости Москва,Магазин Недвижимости Москва,7365231041,,3,,,1,12,2.6 м,совмещенный,,,требует ремонта,,,,дизайнерский ремонт,панельный,1979,1,1,"детская площадка, спортивная площадка",открытая во дворе,Жк Семеновский Парк,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.77717695,55.68067312",https://www.avito.ru/moskva/kvartiry/kvartira-studiya_133_m_112_et._7365231041
"Квартира-студия, 17,4 м², 2/48 эт.",12801863,"проезд 3-й Силикатный, стр. 1",,Level Group,Level Group,7351029301,,4,6.5 м²,,2,48,2.7 м,совмещенный,,во двор,,,,,предчистовая,монолитный,,2,1,"закрытая территория, детская площадка, спортивная площадка",,ЖК «Level Звенигородская»,"Корпус 1, 1 этап",прямая продажа,договор долевого участия,ДДУ по ФЗ 214,Сдача в 1 кв. 2028,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.50054000,55.76915000",https://www.avito.ru/moskva/kvartiry/kvartira-studiya_174_m_248_et._7351029301
"Квартира-студия, 18 м², 2/17 эт.",5400000,"Москва, ул. Маршала Ерёменко, 5к5",,Мандарин,Мандарин,7351529639,,18,16 м²,,2,17,,совмещенный,,,евро,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина","Год постройки, расположение, ремонт и",монолитный,2018,1,1,"детская площадка, спортивная площадка",открытая во дворе,Жк Аура,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.94507100,55.71270500",https://www.avito.ru/moskva/kvartiry/kvartira-studiya_18_m_217_et._7351529639
"Квартира-студия, 18,8 м², 22/64 эт.",12614935,"проезд 3-й Силикатный, стр. 2",,Level Group,Level Group,7351962776,,8,6.2 м²,,22,64,2.7 м,совмещенный,,во двор,,,,,без отделки,монолитный,,3,1,"закрытая территория, детская площадка, спортивная площадка",,ЖК «Level Звенигородская»,"Корпус 2, 1 этап",прямая продажа,договор долевого участия,ДДУ по ФЗ 214,Сдача в 1 кв. 2028,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.50064000,55.76880000",https://www.avito.ru/moskva/kvartiry/kvartira-studiya_188_m_2264_et._7351962776
"Квартира-студия, 13,7 м², 1/12 эт.",3700000,"Москва, Ставропольская ул., 76",,ПРАВИЛЬНЫЙ ВЫБОР,ПРАВИЛЬНЫЙ ВЫБОР,7322722545,,7,,,1,12,2.6 м,совмещенный,,,требует ремонта,,,,"Год постройки, расположение, ремонт и",панельный,1979,1,1,"детская площадка, спортивная площадка",открытая во дворе,Жк Семеновский Парк,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.77718500,55.68027000",https://www.avito.ru/moskva/kvartiry/kvartira-studiya_137_m_112_et._7322722545
"Квартира-студия, 15,8 м², 2/17 эт.",5299997,"Москва, ул. Льва Яшина, 7",,Инвест.Метры,Инвест.Метры,7314792920,,8,,,2,17,,совмещенный,балкон,во двор,евро,,,,"Год постройки, расположение, ремонт и",панельный,2014,1,1,"детская площадка, спортивная площадка",открытая во дворе,Жк Семеновский Парк,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.92406000,55.69755400",https://www.avito.ru/moskva/kvartiry/kvartira-studiya_158_m_217_et._7314792920
"Квартира-студия, 30,5 м², 3/24 эт.",13500000,"ул. Тагильская, з/у 6/5",,Брусника - Квартал Метроном,Брусника - Квартал Метроном,7356976996,,5,20.4 м²,,3,24,,совмещенный,,,,,,,предчистовая,монолитно-кирпичный,,,,"детская площадка, спортивная площадка",подземная,Квартал «Метроном»,Дом 2,прямая продажа,,ДДУ по ФЗ 214,Сдача в 4 кв. 2026,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.75315000,55.81390000",https://www.avito.ru/moskva/kvartiry/kvartira-studiya_305_m_324_et._7356976996
"Апартаменты-студия, 18,1 м², 1/5 эт.",4799000,"Москва, Садовническая ул., 77с2",,Мандарин,Мандарин,7351708636,,1,16 м²,,1,5,3 м,совмещенный,,во двор,косметический,,,,дизайнерский ремонт,кирпичный,1930,нет,нет,"закрытая территория, детская площадка",за шлагбаумом во дворе,Жк Преображение,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.64318300,55.73539800",https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_181_m_15_et._7351708636
"Апартаменты-студия, 27,5 м², 3/10 эт.",19814855,"пер. 1-й Красносельский, д. 15/17",,Domofond,Domofond,3969801761,,5,14.7 м²,,3,10,,совмещенный,,на улицу,,,,,чистовая,монолитно-кирпичный,,,,,,Апарт-отель ORO,,прямая продажа,,ДДУ по ФЗ 214,Сдача в 3 кв. 2025,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.66616000,55.78190000",https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_275_m_310_et._3969801761
"Квартира-студия, 16 м², 4/4 эт.",8300112,"Москва, ул. Покровка, 43А, Красные ворота",23 апреля 20:33,Свои Места,Свои Места,4566695006,,16,,,4,4,,жилая,,,ремонт. Совмещенный,,,,дизайнерский ремонт,,,,,,,Жк Преображение,,прямая продажа,,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.",,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_16_m_44_et._4566695006
"Квартира-студия, 27,8 м², 7/22 эт.",7870000,"ул. Адмирала Макарова, з/у 2/16, Балтийская",24 апреля 12:38,INGRAD Недвижимость,INGRAD Недвижимость,7334437115,,8,,,7,22,,,,,,,,,дизайнерский ремонт,,,,,,,"Расскажем больше о квартире и ЖК. Ответим на вопросы, подтвердим наличие и цену.",,прямая продажа,,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.",,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_278_m_722_et._7334437115
"Квартира-студия, 25,7 м², 14/58 эт.",17809457,"ул. Обручева, д. 30",,Группа ЛСР,Группа ЛСР,3371603260,,7,13.7 м²,,14,58,3 м,совмещенный,,,,,есть,,чистовая,монолитный,,,,"с оригинальным ландшафтным дизайном, а также просторное лобби с потолками высотой до 10 метров, лаунж-зоной, мягкими диванами и огромным камином.

Кроме того, он расположен в непосредственной близости от ведущих университетов страны, имеет удобный доступ к 5 школам и 2 детским садам.
О застройщике
Группа компаний",,ЖК «Обручева 30»,Корпус 1,возможна ипотека,,ДДУ по ФЗ 214,Сдача в 4 кв. 2026,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.53006000,55.65593000",https://www.avito.ru/moskva/kvartiry/kvartira-studiya_257_m_1458_et._3371603260
"Квартира-студия, 10 м², 1/9 эт.",4100000,"Москва, Планерная ул., 26с1",,Мандарин,Мандарин,7319110026,,10,8 м²,,1,9,,,,,евро,,,,"Год постройки, расположение, ремонт и",кирпичный,", расположение, ремонт и ещё 12 параметров  
Расположение
Москва, Планерная ул., 26с1
Планерная11",,,,,Жк Преображение,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.44047000,55.86947600",https://www.avito.ru/moskva/kvartiry/kvartira-studiya_10_m_19_et._7319110026
"Апартаменты-студия, 16,3 м², 7/7 эт.",8900000,"Москва, Ленинградский пр-т, 26к1",,Пользователь,Пользователь,4415284565,,3,,,7,7,2.8 м,совмещенный,,во двор,евро,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина",дизайнерский ремонт,кирпичный,1928,1,нет,"детская площадка, спортивная площадка",за шлагбаумом во дворе,Жк Преображение,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.57294400,55.78331600",https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_163_m_77_et._4415284565
"Доля в квартира-студии, 19 м², 1/16 эт.",4900000,"Москва, Краснополянская ул., 6к2",,Квартиры-студии,Квартиры-студии,7326019615,,19,,,1,16,2.6 м,совмещенный,,во двор,требует ремонта,,,,"Год постройки, расположение, ремонт и",панельный,1983,1,1,"детская площадка, спортивная площадка",открытая во дворе,Жк Семеновский Парк,,продажа доли,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.49099100,55.88514500",https://www.avito.ru/moskva/kvartiry/dolya_v_kvartira-studii_19_m_116_et._7326019615
"Апартаменты-студия, 30 м², 15/24 эт.",8800000,"Москва, Митинская ул., 16, Митино",27 апреля 00:36,Захар,Захар,7349632418,,30,,,15,24,,,,,,,,,дизайнерский ремонт,,,,,,есть,Жк Аура,,прямая продажа,,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.",,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_30_m_1524_et._7349632418
"Квартира-студия, 27,2 м², 7/22 эт.",7820000,"ул. Адмирала Макарова, з/у 2/16, Балтийская",24 апреля 12:38,INGRAD Недвижимость,INGRAD Недвижимость,7334745472,,2,,,7,22,,,,,,,,,дизайнерский ремонт,,,,,,,"Расскажем больше о квартире и ЖК. Ответим на вопросы, подтвердим наличие и цену.",,прямая продажа,,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.",,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_272_m_722_et._7334745472
"Квартира-студия, 10 м², 1/1 эт.",3950000,"Москва, Сормовская ул., 4",,Дента Рэй,Дента Рэй,7246295668,,10,,,1,1,2.7 м,совмещенный,,на солнечную сторону,косметический,,,,дизайнерский ремонт,панельный,1976,1,нет,"детская площадка, спортивная площадка",открытая во дворе,Жк Семеновский Парк,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.81250044,55.71221522",https://www.avito.ru/moskva/kvartiry/kvartira-studiya_10_m_11_et._7246295668
"Апартаменты-студия, 10,1 м², 3/3 эт.",1760000,"Москва, Ижорский пр., 11с9",,Комфорт Хаус,Комфорт Хаус,7300470862,,1,8.1 м²,,3,3,3 м,совмещенный,,на улицу,косметический,,,,"Год постройки, расположение, ремонт и",кирпичный,1988,нет,нет,детская площадка,открытая во дворе,Жк Преображение,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.51787700,55.88998700",https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_101_m_33_et._7300470862
